mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.1976362705230712,0.08859205950028361,0.03106269836425781,0.0036267891500309395,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8685574297578078,0.8604022264230203,0.8595782237086584,0.8359911460100496,0.8343106606867715,0.8517679373172615,0.01393629957767409,26
2.518252658843994,0.1740954870988687,0.06729106903076172,0.010837900766706028,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8702417882474593,0.8620017611038405,0.8613453863926455,0.8373523661803436,0.8343005504038046,0.8530483704656188,0.014439270063465001,12
3.5201805591583253,0.09176394082714329,0.08661451339721679,0.008839345811208153,20,2,2,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.8697106296350152,0.8609535811804242,0.8619189569095052,0.8375260530269982,0.8333582720313177,0.8526934985566521,0.01446943803740125,17
1.2889659404754639,0.05645697806777698,0.03248615264892578,0.005656649917429625,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8721745593201169,0.8610989934241352,0.860745560887338,0.8346460827557236,0.8330327209197931,0.8523395834614215,0.015662879014528598,22
2.572136068344116,0.1826649593067825,0.06123809814453125,0.005458797318355066,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8712899681708755,0.861822015413698,0.8619431922834568,0.8363708335352947,0.8334512866346103,0.852975459207587,0.0151724087749482,13
3.7363662719726562,0.32752076631471894,0.08431415557861328,0.012106936366998812,20,2,5,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.8722472654419725,0.8619189569095053,0.8624238605335013,0.8371907970206647,0.833329963239011,0.8534221686289308,0.015328171971676602,10
4.7198761940002445,0.045871861920259424,0.049341773986816405,0.004638212157769157,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8591924773399253,0.8563771347325223,0.8565104292892571,0.8344946116685248,0.8292029457320452,0.847155519752455,0.012649382362099218,36
12.633307600021363,0.9086786595623421,0.16922860145568847,0.010882064839955151,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8621552518055354,0.8569547444783739,0.8563690562745382,0.8378491913463559,0.8320439352456597,0.8490744358300926,0.011852953743941906,35
17.66734137535095,1.304927813098677,0.18628277778625488,0.026485273991172134,,1,2,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8632377651753834,0.8578534729290872,0.8575909230446094,0.8387701355565251,0.833437132238457,0.8501778857888123,0.011788280652339063,32
4.270020627975464,0.35340249506027144,0.0867398738861084,0.005446307676887469,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8677233289709659,0.8601538138400141,0.8598528912801124,0.8415087328130807,0.8369352901449008,0.8532348114098147,0.011872354691809863,11
10.075863695144653,0.7744024843895474,0.12756128311157228,0.015139264404136037,,1,5,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8695813743072722,0.8618179761847059,0.8602749907097733,0.8439585251967106,0.8372608412564251,0.8545787415309775,0.012021908568983546,6
13.463057136535644,1.255435954785896,0.11566076278686524,0.011276344949081312,,1,5,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.8693632559417058,0.8621411145040634,0.8595560079492026,0.8431001890359168,0.8365571655619497,0.8541435465985676,0.012297413768645944,7
1.5177831649780273,0.18362128201346323,0.038182830810546874,0.0062146797764758566,,2,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.867862682371189,0.8612504645113341,0.8592873992212366,0.8357366745835554,0.8332915441637381,0.8514857529702106,0.014166734249181525,27
2.997220754623413,0.37264799370708795,0.0696800708770752,0.009810352792685995,,2,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8695833939217683,0.8624662724379171,0.8610060911573199,0.8371100124408253,0.834207535800512,0.8528746611516684,0.01438253544850828,15
3.831757926940918,0.04045390356154336,0.08899397850036621,0.01243532004525708,,2,2,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.8693067067358182,0.8614988770943403,0.8613251902476855,0.8376229945228055,0.8334027572763707,0.8526313051754041,0.014333687100944612,18
1.6395838737487793,0.05702633304652793,0.04641704559326172,0.004503330294526745,,2,5,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8717019695280566,0.860573893655179,0.8615453282277479,0.8346622396716916,0.833056985598913,0.8523080833363176,0.015567618300570586,23
2.5177659511566164,0.11651085606219067,0.04113154411315918,0.00345851262780689,,2,5,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8709143198746223,0.8617452700628504,0.8622824875187824,0.836209264375616,0.8336413599543824,0.8529585403572508,0.015101286913986432,14
3.2047022342681886,0.241557310022224,0.053415441513061525,0.004037960900992679,,2,5,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.8721745593201169,0.8621693891070072,0.862730841936891,0.8370009532580421,0.8336696687466888,0.8535490824737492,0.015326803004647385,8
